deputy_id,name,party_classification,party_score,state,photo_url,legislation_id,attendance_count,justified_absence_count,unjustified_absence_count,total_days,attendance_rate,taxi_toll_parking,flight_passages,office_maintenance,fuel_lubricants,total_expenses,taxi_toll_parking_count,flight_passages_count,office_maintenance_count,fuel_lubricants_count,total_documents,proposition_count,party,agenda_category,ideology,populist_elements,cost_per_proposition,mean_expend_per_document,share_taxi_toll_parking,share_flight_passages,share_office_maintenance,share_fuel_lubricants
220561,Delegada Katarina,Direita,7,SE,https://www.camara.leg.br/internet/deputado/bandep/220561.jpg,57,86,1,0,87,0.989,0.0,48236.57,455.0,0.0,229487.31999999998,0.0,55.0,1.0,0.0,260.0,112,PSD,social,progressive,0.8,2049.0,882.6,0.0,0.21,0.002,0.0
141487,Luiz Fernando Faria,Direita,7,MG,https://www.camara.leg.br/internet/deputado/bandep/141487.jpg,57,81,2,4,87,0.931,0.0,40890.81,53984.61000000001,0.0,211411.9,0.0,49.0,23.0,0.0,141.0,29,PSD,social,progressive,0.7,7290.1,1499.4,0.0,0.193,0.255,0.0
220658,Luiz Gastão,Direita,7,CE,https://www.camara.leg.br/internet/deputado/bandep/220658.jpg,57,81,4,2,87,0.931,0.0,23136.750000000004,29187.18,0.0,229583.13999999998,0.0,25.0,34.0,0.0,81.0,167,PSD,social,progressive,0.7,1374.7,2834.4,0.0,0.101,0.127,0.0
92776,Stefano Aguiar,Direita,7,MG,https://www.camara.leg.br/internet/deputado/bandep/92776.jpg,57,74,7,6,87,0.851,4007.9700000000003,10952.83,56042.22,0.0,193797.92000000007,35.0,15.0,17.0,0.0,167.0,32,PSD,social,progressive,0.7,6056.2,1160.5,0.021,0.057,0.289,0.0
215043,Josivaldo JP,Direita,7,MA,https://www.camara.leg.br/internet/deputado/bandep/215043.jpg,57,79,1,7,87,0.908,0.0,31850.349999999995,8584.0,0.0,180620.64,0.0,38.0,2.0,0.0,58.0,37,PSD,social,progressive,0.7,4881.6,3114.1,0.0,0.176,0.048,0.0
143942,Caio Vianna,Direita,7,RJ,https://www.camara.leg.br/internet/deputado/bandep/143942.jpg,57,16,0,0,16,0.184,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,5,PSD,social,progressive,0.7,,,,,,
205476,Charles Fernandes,Direita,7,BA,https://www.camara.leg.br/internet/deputado/bandep/205476.jpg,57,82,0,1,83,0.943,0.0,-4295.46,25000.0,0.0,208287.06000000003,0.0,5.0,5.0,0.0,104.0,26,PSD,social,progressive,0.7,8011.0,2002.8,0.0,-0.021,0.12,0.0
220570,Dr. Ismael Alexandrino,Direita,7,GO,https://www.camara.leg.br/internet/deputado/bandep/220570.jpg,57,77,10,0,87,0.885,0.0,8178.4400000000005,0.0,0.0,244445.53,0.0,4.0,0.0,0.0,104.0,82,PSD,cultural,centrist,0.2,2981.0,2350.4,0.0,0.033,0.0,0.0
220708,Gabriel Nunes,Direita,7,BA,https://www.camara.leg.br/internet/deputado/bandep/220708.jpg,57,87,0,0,87,1.0,0.0,18727.17,37973.310000000005,0.0,233843.05000000002,0.0,33.0,24.0,0.0,253.0,42,PSD,cultural,centrist,0.2,5567.7,924.3,0.0,0.08,0.162,0.0
178832,Leandre,Direita,7,PR,https://www.camara.leg.br/internet/deputado/bandep/178832.jpg,57,0,0,1,1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0,PSD,,,,,,,,,
